R,G,B,RÓTULO,GRUPO
20,234,43,nao_harmonico,2568
75,193,84,nao_harmonico,2569
67,29,239,nao_harmonico,2569
103,168,174,nao_harmonico,2569
156,99,34,nao_harmonico,2570
223,115,81,nao_harmonico,2570
71,153,234,nao_harmonico,2570
104,203,219,nao_harmonico,2571
241,176,121,nao_harmonico,2571
240,186,175,nao_harmonico,2571
63,199,127,nao_harmonico,2572
97,83,140,nao_harmonico,2572
255,228,67,nao_harmonico,2572
59,201,1,nao_harmonico,2573
129,229,79,nao_harmonico,2573
10,214,21,nao_harmonico,2573
72,101,155,nao_harmonico,2574
145,227,143,nao_harmonico,2574
92,135,108,nao_harmonico,2574
112,171,137,nao_harmonico,2575
250,42,155,nao_harmonico,2575
167,175,173,nao_harmonico,2575
153,35,251,nao_harmonico,2576
107,217,188,nao_harmonico,2576
184,51,250,nao_harmonico,2576
100,237,238,nao_harmonico,2577
201,16,125,nao_harmonico,2577
196,83,24,nao_harmonico,2577
66,58,72,nao_harmonico,2578
90,168,222,nao_harmonico,2578
78,40,27,nao_harmonico,2578
145,120,125,nao_harmonico,2579
137,102,63,nao_harmonico,2579
183,208,97,nao_harmonico,2579
16,124,228,nao_harmonico,2580
141,147,195,nao_harmonico,2580
200,214,41,nao_harmonico,2580
148,32,88,nao_harmonico,2581
228,226,215,nao_harmonico,2581
208,133,16,nao_harmonico,2581
184,16,231,nao_harmonico,2582
29,114,214,nao_harmonico,2582
99,90,143,nao_harmonico,2582
82,107,12,nao_harmonico,2583
5,93,130,nao_harmonico,2583
8,4,10,nao_harmonico,2583
79,252,79,nao_harmonico,2584
161,129,10,nao_harmonico,2584
83,28,190,nao_harmonico,2584
200,195,39,nao_harmonico,2585
110,85,196,nao_harmonico,2585
65,30,229,nao_harmonico,2585
64,115,87,nao_harmonico,2586
90,162,126,nao_harmonico,2586
245,25,191,nao_harmonico,2586
232,180,178,nao_harmonico,2587
91,205,114,nao_harmonico,2587
108,44,107,nao_harmonico,2587
249,212,82,nao_harmonico,2588
76,93,40,nao_harmonico,2588
156,179,1,nao_harmonico,2588
45,7,217,nao_harmonico,2589
84,196,54,nao_harmonico,2589
107,176,79,nao_harmonico,2589
70,64,101,nao_harmonico,2590
179,162,231,nao_harmonico,2590
9,181,88,nao_harmonico,2590
173,19,180,nao_harmonico,2591
208,10,132,nao_harmonico,2591
188,209,60,nao_harmonico,2591
225,64,101,nao_harmonico,2592
245,168,34,nao_harmonico,2592
109,154,122,nao_harmonico,2592
169,19,4,nao_harmonico,2593
239,48,233,nao_harmonico,2593
187,72,2,nao_harmonico,2593
15,56,183,nao_harmonico,2594
108,169,109,nao_harmonico,2594
67,62,21,nao_harmonico,2594
129,63,178,nao_harmonico,2595
247,182,139,nao_harmonico,2595
165,250,244,nao_harmonico,2595
209,122,136,nao_harmonico,2596
150,240,215,nao_harmonico,2596
227,203,153,nao_harmonico,2596
207,118,76,nao_harmonico,2597
80,203,73,nao_harmonico,2597
59,82,227,nao_harmonico,2597
133,114,232,nao_harmonico,2598
132,23,199,nao_harmonico,2598
132,185,245,nao_harmonico,2598
100,106,61,nao_harmonico,2599
69,36,84,nao_harmonico,2599
175,143,177,nao_harmonico,2599
88,245,253,nao_harmonico,2600
36,125,17,nao_harmonico,2600
102,213,10,nao_harmonico,2600
247,126,60,nao_harmonico,2601
29,186,240,nao_harmonico,2601
12,39,40,nao_harmonico,2601
161,222,84,nao_harmonico,2602
49,197,146,nao_harmonico,2602
184,249,237,nao_harmonico,2602
192,242,121,nao_harmonico,2603
192,238,83,nao_harmonico,2603
141,7,130,nao_harmonico,2603
97,103,185,nao_harmonico,2604
243,27,175,nao_harmonico,2604
117,56,69,nao_harmonico,2604
54,182,72,nao_harmonico,2605
118,206,163,nao_harmonico,2605
18,166,197,nao_harmonico,2605
153,161,78,nao_harmonico,2606
121,211,177,nao_harmonico,2606
23,132,154,nao_harmonico,2606
17,160,179,nao_harmonico,2607
125,123,188,nao_harmonico,2607
176,254,173,nao_harmonico,2607
48,242,63,nao_harmonico,2608
114,68,235,nao_harmonico,2608
176,139,178,nao_harmonico,2608
35,245,249,nao_harmonico,2609
171,43,169,nao_harmonico,2609
84,5,217,nao_harmonico,2609
208,243,250,nao_harmonico,2610
41,102,165,nao_harmonico,2610
197,147,20,nao_harmonico,2610
176,95,68,nao_harmonico,2611
68,58,209,nao_harmonico,2611
112,197,26,nao_harmonico,2611
240,74,4,nao_harmonico,2612
49,221,47,nao_harmonico,2612
48,50,32,nao_harmonico,2612
41,224,97,nao_harmonico,2613
210,166,148,nao_harmonico,2613
100,214,91,nao_harmonico,2613
90,72,8,nao_harmonico,2614
219,135,170,nao_harmonico,2614
175,6,98,nao_harmonico,2614
93,54,0,nao_harmonico,2615
195,15,200,nao_harmonico,2615
27,143,146,nao_harmonico,2615
120,113,161,nao_harmonico,2616
180,106,83,nao_harmonico,2616
155,6,1,nao_harmonico,2616
37,93,114,nao_harmonico,2617
36,11,251,nao_harmonico,2617
76,143,225,nao_harmonico,2617
165,117,114,nao_harmonico,2618
158,235,97,nao_harmonico,2618
60,224,134,nao_harmonico,2618
179,66,252,nao_harmonico,2619
2,25,167,nao_harmonico,2619
126,22,127,nao_harmonico,2619
12,223,217,nao_harmonico,2620
243,183,47,nao_harmonico,2620
158,106,194,nao_harmonico,2620
177,59,2,nao_harmonico,2621
123,173,222,nao_harmonico,2621
47,192,59,nao_harmonico,2621
1,2,162,nao_harmonico,2622
27,115,107,nao_harmonico,2622
103,93,1,nao_harmonico,2622
38,168,114,nao_harmonico,2623
39,166,221,nao_harmonico,2623
17,145,74,nao_harmonico,2623
249,53,12,nao_harmonico,2624
137,96,193,nao_harmonico,2624
73,140,54,nao_harmonico,2624
86,62,58,nao_harmonico,2625
217,64,229,nao_harmonico,2625
44,170,122,nao_harmonico,2625
237,201,140,nao_harmonico,2626
23,15,165,nao_harmonico,2626
213,162,109,nao_harmonico,2626
21,66,62,nao_harmonico,2627
158,214,127,nao_harmonico,2627
223,52,156,nao_harmonico,2627
40,158,75,nao_harmonico,2628
15,195,170,nao_harmonico,2628
223,105,191,nao_harmonico,2628
152,51,115,nao_harmonico,2629
34,211,3,nao_harmonico,2629
128,215,249,nao_harmonico,2629
36,215,23,nao_harmonico,2630
41,221,249,nao_harmonico,2630
156,224,93,nao_harmonico,2630
55,153,55,nao_harmonico,2631
78,88,72,nao_harmonico,2631
26,147,40,nao_harmonico,2631
38,129,96,nao_harmonico,2632
240,180,59,nao_harmonico,2632
129,233,239,nao_harmonico,2632
198,111,39,nao_harmonico,2633
48,183,104,nao_harmonico,2633
236,84,196,nao_harmonico,2633
196,235,134,nao_harmonico,2634
75,2,95,nao_harmonico,2634
118,230,203,nao_harmonico,2634
207,136,199,nao_harmonico,2635
225,232,185,nao_harmonico,2635
48,12,241,nao_harmonico,2635
10,86,254,nao_harmonico,2636
204,225,86,nao_harmonico,2636
96,99,110,nao_harmonico,2636
167,192,135,nao_harmonico,2637
82,40,121,nao_harmonico,2637
40,87,235,nao_harmonico,2637
173,87,177,nao_harmonico,2638
71,196,53,nao_harmonico,2638
94,178,250,nao_harmonico,2638
63,236,1,nao_harmonico,2639
176,187,168,nao_harmonico,2639
44,211,53,nao_harmonico,2639
29,183,190,nao_harmonico,2640
22,137,190,nao_harmonico,2640
222,45,154,nao_harmonico,2640
182,90,125,nao_harmonico,2641
220,168,101,nao_harmonico,2641
169,48,247,nao_harmonico,2641
163,122,146,nao_harmonico,2642
94,172,197,nao_harmonico,2642
27,197,88,nao_harmonico,2642
63,20,134,nao_harmonico,2643
87,231,128,nao_harmonico,2643
114,182,162,nao_harmonico,2643
61,250,229,nao_harmonico,2644
36,38,217,nao_harmonico,2644
50,78,218,nao_harmonico,2644
20,178,190,nao_harmonico,2645
9,9,138,nao_harmonico,2645
77,22,114,nao_harmonico,2645
46,235,37,nao_harmonico,2646
48,110,137,nao_harmonico,2646
101,159,68,nao_harmonico,2646
228,159,224,nao_harmonico,2647
113,81,183,nao_harmonico,2647
43,204,23,nao_harmonico,2647
118,221,204,nao_harmonico,2648
54,5,186,nao_harmonico,2648
156,67,179,nao_harmonico,2648
249,234,66,nao_harmonico,2649
131,79,66,nao_harmonico,2649
251,97,96,nao_harmonico,2649
78,123,95,nao_harmonico,2650
99,31,40,nao_harmonico,2650
43,164,238,nao_harmonico,2650
168,82,253,nao_harmonico,2651
209,127,14,nao_harmonico,2651
115,246,103,nao_harmonico,2651
244,115,165,nao_harmonico,2652
47,101,8,nao_harmonico,2652
182,134,191,nao_harmonico,2652
105,101,24,nao_harmonico,2653
51,142,171,nao_harmonico,2653
182,107,161,nao_harmonico,2653
200,47,108,nao_harmonico,2654
155,222,216,nao_harmonico,2654
87,148,5,nao_harmonico,2654
75,88,192,nao_harmonico,2655
18,68,55,nao_harmonico,2655
22,190,30,nao_harmonico,2655
173,148,232,nao_harmonico,2656
38,10,100,nao_harmonico,2656
57,165,240,nao_harmonico,2656
168,174,20,nao_harmonico,2657
146,159,187,nao_harmonico,2657
76,181,29,nao_harmonico,2657
209,7,37,nao_harmonico,2658
48,93,134,nao_harmonico,2658
17,137,111,nao_harmonico,2658
75,177,96,nao_harmonico,2659
191,97,88,nao_harmonico,2659
230,166,170,nao_harmonico,2659
197,204,250,nao_harmonico,2660
14,78,169,nao_harmonico,2660
189,150,79,nao_harmonico,2660
157,176,118,nao_harmonico,2661
77,123,251,nao_harmonico,2661
13,148,140,nao_harmonico,2661
64,158,50,nao_harmonico,2662
214,134,115,nao_harmonico,2662
91,68,157,nao_harmonico,2662
30,145,187,nao_harmonico,2663
170,235,117,nao_harmonico,2663
168,43,24,nao_harmonico,2663
54,61,19,nao_harmonico,2664
0,58,240,nao_harmonico,2664
0,119,122,nao_harmonico,2664
111,34,17,nao_harmonico,2665
60,61,47,nao_harmonico,2665
202,222,220,nao_harmonico,2665
6,203,206,nao_harmonico,2666
166,241,35,nao_harmonico,2666
40,128,184,nao_harmonico,2666
71,12,228,nao_harmonico,2667
190,87,14,nao_harmonico,2667
79,126,161,nao_harmonico,2667
207,54,151,nao_harmonico,2668
199,56,143,nao_harmonico,2668
108,85,128,nao_harmonico,2668
4,177,174,nao_harmonico,2669
110,247,148,nao_harmonico,2669
141,41,205,nao_harmonico,2669
164,55,232,nao_harmonico,2670
59,110,36,nao_harmonico,2670
35,89,157,nao_harmonico,2670
219,231,247,nao_harmonico,2671
89,139,194,nao_harmonico,2671
94,9,110,nao_harmonico,2671
196,145,210,nao_harmonico,2672
85,91,183,nao_harmonico,2672
28,147,248,nao_harmonico,2672
22,30,138,nao_harmonico,2673
225,236,80,nao_harmonico,2673
94,5,242,nao_harmonico,2673
218,16,81,nao_harmonico,2674
0,96,117,nao_harmonico,2674
228,234,232,nao_harmonico,2674
131,161,200,nao_harmonico,2675
34,205,32,nao_harmonico,2675
17,129,220,nao_harmonico,2675
230,218,208,nao_harmonico,2676
49,206,151,nao_harmonico,2676
101,219,231,nao_harmonico,2676
16,181,249,nao_harmonico,2677
225,214,221,nao_harmonico,2677
149,155,120,nao_harmonico,2677
186,97,13,nao_harmonico,2678
197,191,83,nao_harmonico,2678
200,193,0,nao_harmonico,2678
153,207,162,nao_harmonico,2679
49,63,126,nao_harmonico,2679
18,142,116,nao_harmonico,2679
232,110,191,nao_harmonico,2680
1,58,4,nao_harmonico,2680
173,84,140,nao_harmonico,2680
32,158,25,nao_harmonico,2681
194,208,88,nao_harmonico,2681
25,211,74,nao_harmonico,2681
74,250,30,nao_harmonico,2682
179,200,154,nao_harmonico,2682
176,130,240,nao_harmonico,2682
231,194,254,nao_harmonico,2683
177,8,37,nao_harmonico,2683
130,104,160,nao_harmonico,2683
58,243,21,nao_harmonico,2684
132,16,210,nao_harmonico,2684
63,178,53,nao_harmonico,2684
52,203,55,nao_harmonico,2685
0,183,137,nao_harmonico,2685
237,205,71,nao_harmonico,2685
11,194,144,nao_harmonico,2686
144,30,152,nao_harmonico,2686
18,71,177,nao_harmonico,2686
46,47,247,nao_harmonico,2687
216,24,166,nao_harmonico,2687
63,232,33,nao_harmonico,2687
75,139,45,nao_harmonico,2688
212,172,202,nao_harmonico,2688
114,233,162,nao_harmonico,2688
222,49,3,nao_harmonico,2689
142,204,83,nao_harmonico,2689
239,149,185,nao_harmonico,2689
240,46,166,nao_harmonico,2690
181,132,16,nao_harmonico,2690
225,105,215,nao_harmonico,2690
227,9,201,nao_harmonico,2691
61,189,131,nao_harmonico,2691
181,14,37,nao_harmonico,2691
207,130,78,nao_harmonico,2692
235,28,224,nao_harmonico,2692
200,5,133,nao_harmonico,2692
4,165,184,nao_harmonico,2693
228,149,251,nao_harmonico,2693
0,6,19,nao_harmonico,2693
56,105,61,nao_harmonico,2694
215,204,125,nao_harmonico,2694
246,48,63,nao_harmonico,2694
159,125,28,nao_harmonico,2695
189,79,213,nao_harmonico,2695
19,244,2,nao_harmonico,2695
13,202,24,nao_harmonico,2696
249,188,11,nao_harmonico,2696
213,8,173,nao_harmonico,2696
235,74,109,nao_harmonico,2697
202,166,129,nao_harmonico,2697
79,203,216,nao_harmonico,2697
64,151,196,nao_harmonico,2698
25,215,139,nao_harmonico,2698
255,160,11,nao_harmonico,2698
165,149,38,nao_harmonico,2699
82,87,94,nao_harmonico,2699
188,98,91,nao_harmonico,2699
239,19,110,nao_harmonico,2700
218,52,34,nao_harmonico,2700
45,139,124,nao_harmonico,2700
8,91,245,nao_harmonico,2701
211,101,86,nao_harmonico,2701
81,99,35,nao_harmonico,2701
147,30,73,nao_harmonico,2702
83,62,253,nao_harmonico,2702
7,126,76,nao_harmonico,2702
249,18,156,nao_harmonico,2703
200,112,48,nao_harmonico,2703
121,118,237,nao_harmonico,2703
50,48,216,nao_harmonico,2704
51,120,5,nao_harmonico,2704
35,1,243,nao_harmonico,2704
179,89,68,nao_harmonico,2705
122,108,67,nao_harmonico,2705
126,87,46,nao_harmonico,2705
20,4,208,nao_harmonico,2706
86,43,137,nao_harmonico,2706
169,86,122,nao_harmonico,2706
87,226,96,nao_harmonico,2707
206,206,91,nao_harmonico,2707
59,143,146,nao_harmonico,2707
107,174,252,nao_harmonico,2708
92,46,85,nao_harmonico,2708
180,54,57,nao_harmonico,2708
200,71,50,nao_harmonico,2709
63,84,61,nao_harmonico,2709
172,125,237,nao_harmonico,2709
38,224,150,nao_harmonico,2710
76,55,42,nao_harmonico,2710
38,75,86,nao_harmonico,2710
74,232,182,nao_harmonico,2711
95,74,66,nao_harmonico,2711
79,238,213,nao_harmonico,2711
103,135,29,nao_harmonico,2712
90,71,5,nao_harmonico,2712
21,117,169,nao_harmonico,2712
154,114,9,nao_harmonico,2713
62,24,28,nao_harmonico,2713
168,229,164,nao_harmonico,2713
147,81,7,nao_harmonico,2714
199,158,86,nao_harmonico,2714
160,207,191,nao_harmonico,2714
85,149,86,nao_harmonico,2715
152,219,129,nao_harmonico,2715
93,90,7,nao_harmonico,2715
45,183,182,nao_harmonico,2716
196,30,75,nao_harmonico,2716
252,135,123,nao_harmonico,2716
183,47,135,nao_harmonico,2717
115,65,201,nao_harmonico,2717
153,213,88,nao_harmonico,2717
225,253,198,nao_harmonico,2718
151,97,87,nao_harmonico,2718
49,188,198,nao_harmonico,2718
171,220,197,nao_harmonico,2719
235,213,104,nao_harmonico,2719
10,219,23,nao_harmonico,2719
76,204,65,nao_harmonico,2720
247,72,244,nao_harmonico,2720
121,21,150,nao_harmonico,2720
220,88,172,nao_harmonico,2721
151,43,190,nao_harmonico,2721
101,126,16,nao_harmonico,2721
155,235,234,nao_harmonico,2722
216,222,222,nao_harmonico,2722
120,223,115,nao_harmonico,2722
232,109,250,nao_harmonico,2723
105,16,160,nao_harmonico,2723
118,151,72,nao_harmonico,2723
129,125,235,nao_harmonico,2724
213,80,173,nao_harmonico,2724
38,176,116,nao_harmonico,2724
110,67,159,nao_harmonico,2725
236,172,158,nao_harmonico,2725
210,152,169,nao_harmonico,2725
9,177,28,nao_harmonico,2726
12,191,206,nao_harmonico,2726
186,108,146,nao_harmonico,2726
198,112,211,nao_harmonico,2727
103,211,84,nao_harmonico,2727
19,55,85,nao_harmonico,2727
191,164,255,nao_harmonico,2728
60,165,6,nao_harmonico,2728
8,76,72,nao_harmonico,2728
98,163,210,nao_harmonico,2729
175,63,6,nao_harmonico,2729
87,214,145,nao_harmonico,2729
86,132,166,nao_harmonico,2730
16,216,109,nao_harmonico,2730
81,121,100,nao_harmonico,2730
214,220,214,nao_harmonico,2731
185,85,125,nao_harmonico,2731
144,177,14,nao_harmonico,2731
66,202,194,nao_harmonico,2732
107,87,129,nao_harmonico,2732
167,147,108,nao_harmonico,2732
56,230,166,nao_harmonico,2733
113,131,227,nao_harmonico,2733
156,74,170,nao_harmonico,2733
246,255,137,nao_harmonico,2734
133,101,35,nao_harmonico,2734
242,117,73,nao_harmonico,2734
61,147,247,nao_harmonico,2735
191,118,102,nao_harmonico,2735
188,183,207,nao_harmonico,2735
156,68,20,nao_harmonico,2736
192,130,111,nao_harmonico,2736
205,173,237,nao_harmonico,2736
118,73,120,nao_harmonico,2737
31,226,203,nao_harmonico,2737
239,170,19,nao_harmonico,2737
31,173,0,nao_harmonico,2738
124,207,205,nao_harmonico,2738
128,99,171,nao_harmonico,2738
168,92,152,nao_harmonico,2739
178,41,98,nao_harmonico,2739
102,112,132,nao_harmonico,2739
121,9,177,nao_harmonico,2740
219,166,178,nao_harmonico,2740
145,208,145,nao_harmonico,2740
108,103,171,nao_harmonico,2741
226,195,25,nao_harmonico,2741
124,238,236,nao_harmonico,2741
28,235,110,nao_harmonico,2742
29,14,67,nao_harmonico,2742
180,168,12,nao_harmonico,2742
132,172,16,nao_harmonico,2743
40,175,73,nao_harmonico,2743
15,194,22,nao_harmonico,2743
114,29,253,nao_harmonico,2744
50,210,81,nao_harmonico,2744
181,23,217,nao_harmonico,2744
8,149,216,nao_harmonico,2745
247,159,18,nao_harmonico,2745
206,60,209,nao_harmonico,2745
35,88,159,nao_harmonico,2746
174,124,138,nao_harmonico,2746
190,161,225,nao_harmonico,2746
86,194,175,nao_harmonico,2747
152,185,155,nao_harmonico,2747
67,189,233,nao_harmonico,2747
216,210,176,nao_harmonico,2748
44,35,219,nao_harmonico,2748
186,155,150,nao_harmonico,2748
130,175,190,nao_harmonico,2749
71,20,39,nao_harmonico,2749
216,232,248,nao_harmonico,2749
54,211,249,nao_harmonico,2750
172,28,96,nao_harmonico,2750
4,73,137,nao_harmonico,2750
27,114,1,nao_harmonico,2751
159,9,11,nao_harmonico,2751
38,115,217,nao_harmonico,2751
98,122,160,nao_harmonico,2752
163,137,68,nao_harmonico,2752
242,101,192,nao_harmonico,2752
168,241,10,nao_harmonico,2753
180,119,210,nao_harmonico,2753
210,19,129,nao_harmonico,2753
195,133,218,nao_harmonico,2754
29,245,249,nao_harmonico,2754
35,173,176,nao_harmonico,2754
30,71,61,nao_harmonico,2755
93,112,27,nao_harmonico,2755
153,102,250,nao_harmonico,2755
146,69,228,nao_harmonico,2756
168,81,195,nao_harmonico,2756
235,83,1,nao_harmonico,2756
163,142,250,nao_harmonico,2757
52,51,190,nao_harmonico,2757
148,213,1,nao_harmonico,2757
241,191,152,nao_harmonico,2758
185,62,194,nao_harmonico,2758
47,65,210,nao_harmonico,2758
212,22,217,nao_harmonico,2759
95,238,84,nao_harmonico,2759
40,96,130,nao_harmonico,2759
26,129,10,nao_harmonico,2760
152,77,122,nao_harmonico,2760
184,24,43,nao_harmonico,2760
179,147,37,nao_harmonico,2761
64,72,27,nao_harmonico,2761
232,131,29,nao_harmonico,2761
222,44,190,nao_harmonico,2762
218,171,218,nao_harmonico,2762
8,129,34,nao_harmonico,2762
198,135,39,nao_harmonico,2763
211,202,8,nao_harmonico,2763
241,136,128,nao_harmonico,2763
240,228,29,nao_harmonico,2764
44,122,61,nao_harmonico,2764
29,45,1,nao_harmonico,2764
232,242,39,nao_harmonico,2765
164,2,119,nao_harmonico,2765
68,134,171,nao_harmonico,2765
158,103,77,nao_harmonico,2766
67,160,4,nao_harmonico,2766
246,223,124,nao_harmonico,2766
246,145,27,nao_harmonico,2767
133,166,98,nao_harmonico,2767
229,243,85,nao_harmonico,2767
98,135,157,nao_harmonico,2768
186,13,162,nao_harmonico,2768
59,205,157,nao_harmonico,2768
53,181,232,nao_harmonico,2769
105,198,154,nao_harmonico,2769
98,12,149,nao_harmonico,2769
228,188,173,nao_harmonico,2770
54,250,62,nao_harmonico,2770
128,28,160,nao_harmonico,2770
222,164,91,nao_harmonico,2771
228,73,24,nao_harmonico,2771
127,99,10,nao_harmonico,2771
135,177,255,nao_harmonico,2772
71,162,138,nao_harmonico,2772
85,6,30,nao_harmonico,2772
71,67,187,nao_harmonico,2773
79,87,119,nao_harmonico,2773
252,78,163,nao_harmonico,2773
98,124,83,nao_harmonico,2774
206,104,99,nao_harmonico,2774
217,161,206,nao_harmonico,2774
153,233,235,nao_harmonico,2775
41,9,37,nao_harmonico,2775
131,192,89,nao_harmonico,2775
225,189,208,nao_harmonico,2776
236,208,82,nao_harmonico,2776
92,253,204,nao_harmonico,2776
158,57,89,nao_harmonico,2777
58,84,212,nao_harmonico,2777
158,254,93,nao_harmonico,2777
142,160,17,nao_harmonico,2778
185,133,211,nao_harmonico,2778
219,52,80,nao_harmonico,2778
0,31,96,nao_harmonico,2779
38,112,48,nao_harmonico,2779
253,147,196,nao_harmonico,2779
69,227,71,nao_harmonico,2780
253,104,233,nao_harmonico,2780
8,131,233,nao_harmonico,2780
147,226,245,nao_harmonico,2781
60,91,72,nao_harmonico,2781
41,31,144,nao_harmonico,2781
98,124,201,nao_harmonico,2782
231,220,164,nao_harmonico,2782
45,43,250,nao_harmonico,2782
65,153,66,nao_harmonico,2783
201,236,193,nao_harmonico,2783
65,162,236,nao_harmonico,2783
251,176,226,nao_harmonico,2784
136,214,78,nao_harmonico,2784
133,55,221,nao_harmonico,2784
172,135,112,nao_harmonico,2785
233,91,224,nao_harmonico,2785
242,149,143,nao_harmonico,2785
154,11,90,nao_harmonico,2786
171,219,67,nao_harmonico,2786
147,70,57,nao_harmonico,2786
115,16,134,nao_harmonico,2787
10,119,43,nao_harmonico,2787
107,123,161,nao_harmonico,2787
114,189,190,nao_harmonico,2788
2,19,195,nao_harmonico,2788
163,235,195,nao_harmonico,2788
153,247,255,nao_harmonico,2789
184,210,67,nao_harmonico,2789
208,131,151,nao_harmonico,2789
24,236,234,nao_harmonico,2790
30,251,92,nao_harmonico,2790
66,166,113,nao_harmonico,2790
236,109,141,nao_harmonico,2791
46,148,239,nao_harmonico,2791
101,93,86,nao_harmonico,2791
40,17,217,nao_harmonico,2792
178,84,214,nao_harmonico,2792
63,127,106,nao_harmonico,2792
132,1,17,nao_harmonico,2793
85,187,46,nao_harmonico,2793
206,92,225,nao_harmonico,2793
8,183,34,nao_harmonico,2794
3,241,126,nao_harmonico,2794
95,72,150,nao_harmonico,2794
131,162,19,nao_harmonico,2795
51,247,89,nao_harmonico,2795
125,65,219,nao_harmonico,2795
57,1,144,nao_harmonico,2796
160,255,244,nao_harmonico,2796
52,249,31,nao_harmonico,2796
133,148,199,nao_harmonico,2797
211,196,23,nao_harmonico,2797
130,98,153,nao_harmonico,2797
124,163,219,nao_harmonico,2798
110,217,19,nao_harmonico,2798
246,120,114,nao_harmonico,2798
121,27,19,nao_harmonico,2799
236,60,191,nao_harmonico,2799
255,5,82,nao_harmonico,2799
42,5,125,nao_harmonico,2800
134,48,70,nao_harmonico,2800
173,170,24,nao_harmonico,2800
25,254,111,nao_harmonico,2801
163,75,204,nao_harmonico,2801
192,145,215,nao_harmonico,2801
144,102,56,nao_harmonico,2802
199,214,76,nao_harmonico,2802
194,93,239,nao_harmonico,2802
194,215,140,nao_harmonico,2803
203,37,133,nao_harmonico,2803
132,250,102,nao_harmonico,2803
82,174,45,nao_harmonico,2804
73,125,44,nao_harmonico,2804
131,240,185,nao_harmonico,2804
85,149,100,nao_harmonico,2805
96,91,142,nao_harmonico,2805
19,207,65,nao_harmonico,2805
71,19,146,nao_harmonico,2806
129,146,33,nao_harmonico,2806
237,115,109,nao_harmonico,2806
232,34,147,nao_harmonico,2807
11,15,36,nao_harmonico,2807
148,221,64,nao_harmonico,2807
111,160,161,nao_harmonico,2808
200,63,29,nao_harmonico,2808
55,177,155,nao_harmonico,2808
93,171,166,nao_harmonico,2809
40,243,114,nao_harmonico,2809
142,243,73,nao_harmonico,2809
87,117,227,nao_harmonico,2810
19,22,140,nao_harmonico,2810
56,80,233,nao_harmonico,2810
198,191,190,nao_harmonico,2811
134,66,34,nao_harmonico,2811
116,107,149,nao_harmonico,2811
207,14,112,nao_harmonico,2812
59,133,212,nao_harmonico,2812
71,55,189,nao_harmonico,2812
247,178,188,nao_harmonico,2813
205,90,87,nao_harmonico,2813
178,82,94,nao_harmonico,2813
6,230,61,nao_harmonico,2814
48,252,16,nao_harmonico,2814
66,182,4,nao_harmonico,2814
1,91,184,nao_harmonico,2815
85,155,255,nao_harmonico,2815
164,84,131,nao_harmonico,2815
10,106,155,nao_harmonico,2816
127,136,113,nao_harmonico,2816
223,137,189,nao_harmonico,2816
170,174,163,nao_harmonico,2817
69,147,38,nao_harmonico,2817
33,93,125,nao_harmonico,2817
70,248,40,nao_harmonico,2818
25,129,54,nao_harmonico,2818
222,28,34,nao_harmonico,2818
219,150,83,nao_harmonico,2819
80,90,215,nao_harmonico,2819
191,219,157,nao_harmonico,2819
113,209,53,nao_harmonico,2820
111,73,189,nao_harmonico,2820
165,95,187,nao_harmonico,2820
9,13,49,nao_harmonico,2821
21,57,166,nao_harmonico,2821
244,254,246,nao_harmonico,2821
38,188,33,nao_harmonico,2822
172,67,28,nao_harmonico,2822
130,164,84,nao_harmonico,2822
28,234,229,nao_harmonico,2823
107,123,66,nao_harmonico,2823
187,182,102,nao_harmonico,2823
173,248,148,nao_harmonico,2824
141,49,69,nao_harmonico,2824
63,73,15,nao_harmonico,2824
70,88,1,nao_harmonico,2825
59,95,121,nao_harmonico,2825
8,38,2,nao_harmonico,2825
243,162,1,nao_harmonico,2826
160,243,54,nao_harmonico,2826
8,126,171,nao_harmonico,2826
48,125,150,nao_harmonico,2827
139,41,98,nao_harmonico,2827
78,122,125,nao_harmonico,2827
152,49,4,nao_harmonico,2828
178,206,125,nao_harmonico,2828
38,146,10,nao_harmonico,2828
0,72,103,nao_harmonico,2829
199,14,29,nao_harmonico,2829
228,83,184,nao_harmonico,2829
236,161,21,nao_harmonico,2830
240,252,29,nao_harmonico,2830
180,29,0,nao_harmonico,2830
36,176,124,nao_harmonico,2831
118,178,44,nao_harmonico,2831
180,154,28,nao_harmonico,2831
200,84,4,nao_harmonico,2832
183,20,155,nao_harmonico,2832
215,241,241,nao_harmonico,2832
30,114,244,nao_harmonico,2833
133,131,54,nao_harmonico,2833
79,106,39,nao_harmonico,2833
95,89,250,nao_harmonico,2834
32,203,9,nao_harmonico,2834
30,229,13,nao_harmonico,2834
41,250,78,nao_harmonico,2835
190,7,232,nao_harmonico,2835
97,147,1,nao_harmonico,2835
73,23,240,nao_harmonico,2836
62,105,130,nao_harmonico,2836
23,71,228,nao_harmonico,2836
206,134,191,nao_harmonico,2837
90,186,81,nao_harmonico,2837
38,178,184,nao_harmonico,2837
165,229,189,nao_harmonico,2838
36,205,220,nao_harmonico,2838
70,219,210,nao_harmonico,2838
235,120,242,nao_harmonico,2839
95,28,48,nao_harmonico,2839
118,177,39,nao_harmonico,2839
147,62,113,nao_harmonico,2840
25,156,140,nao_harmonico,2840
245,81,136,nao_harmonico,2840
100,213,56,nao_harmonico,2841
242,192,224,nao_harmonico,2841
164,40,195,nao_harmonico,2841
150,98,208,nao_harmonico,2842
204,55,6,nao_harmonico,2842
