R,G,B,RÓTULO,GRUPO
205,188,14,nao_harmonico,2778
227,59,187,nao_harmonico,2779
148,58,253,nao_harmonico,2779
117,203,196,nao_harmonico,2779
108,10,220,nao_harmonico,2780
231,200,198,nao_harmonico,2780
43,2,139,nao_harmonico,2780
154,62,142,nao_harmonico,2781
69,240,13,nao_harmonico,2781
195,101,89,nao_harmonico,2781
28,209,199,nao_harmonico,2782
181,41,100,nao_harmonico,2782
27,144,220,nao_harmonico,2782
33,119,74,nao_harmonico,2783
244,89,15,nao_harmonico,2783
109,18,172,nao_harmonico,2783
224,161,112,nao_harmonico,2784
156,27,110,nao_harmonico,2784
55,23,184,nao_harmonico,2784
213,174,247,nao_harmonico,2785
74,197,41,nao_harmonico,2785
205,79,226,nao_harmonico,2785
131,202,71,nao_harmonico,2786
250,195,108,nao_harmonico,2786
205,25,133,nao_harmonico,2786
254,170,57,nao_harmonico,2787
60,133,84,nao_harmonico,2787
127,27,54,nao_harmonico,2787
125,87,158,nao_harmonico,2788
99,148,31,nao_harmonico,2788
32,26,74,nao_harmonico,2788
2,93,131,nao_harmonico,2789
63,70,62,nao_harmonico,2789
165,30,77,nao_harmonico,2789
0,101,99,nao_harmonico,2790
60,94,197,nao_harmonico,2790
102,239,48,nao_harmonico,2790
132,183,23,nao_harmonico,2791
184,141,227,nao_harmonico,2791
40,76,239,nao_harmonico,2791
50,16,169,nao_harmonico,2792
13,153,185,nao_harmonico,2792
134,7,113,nao_harmonico,2792
45,165,171,nao_harmonico,2793
222,104,183,nao_harmonico,2793
27,140,176,nao_harmonico,2793
4,27,234,nao_harmonico,2794
12,179,180,nao_harmonico,2794
211,52,191,nao_harmonico,2794
85,229,201,nao_harmonico,2795
159,184,58,nao_harmonico,2795
33,223,79,nao_harmonico,2795
88,93,99,nao_harmonico,2796
148,96,85,nao_harmonico,2796
213,108,32,nao_harmonico,2796
11,157,100,nao_harmonico,2797
4,217,206,nao_harmonico,2797
191,1,111,nao_harmonico,2797
235,32,149,nao_harmonico,2798
6,67,77,nao_harmonico,2798
250,248,201,nao_harmonico,2798
182,222,177,nao_harmonico,2799
244,89,107,nao_harmonico,2799
46,63,57,nao_harmonico,2799
89,93,237,nao_harmonico,2800
113,58,40,nao_harmonico,2800
241,254,42,nao_harmonico,2800
179,182,96,nao_harmonico,2801
120,147,25,nao_harmonico,2801
120,170,246,nao_harmonico,2801
207,112,238,nao_harmonico,2802
48,124,210,nao_harmonico,2802
46,208,205,nao_harmonico,2802
163,148,186,nao_harmonico,2803
171,83,79,nao_harmonico,2803
79,182,29,nao_harmonico,2803
203,68,186,nao_harmonico,2804
29,250,193,nao_harmonico,2804
41,147,59,nao_harmonico,2804
89,56,70,nao_harmonico,2805
144,28,110,nao_harmonico,2805
166,144,74,nao_harmonico,2805
40,106,242,nao_harmonico,2806
201,194,218,nao_harmonico,2806
250,203,132,nao_harmonico,2806
180,249,234,nao_harmonico,2807
145,249,129,nao_harmonico,2807
49,34,152,nao_harmonico,2807
134,105,115,nao_harmonico,2808
245,217,30,nao_harmonico,2808
209,175,130,nao_harmonico,2808
68,238,107,nao_harmonico,2809
238,159,27,nao_harmonico,2809
53,104,48,nao_harmonico,2809
151,185,125,nao_harmonico,2810
196,45,52,nao_harmonico,2810
131,169,221,nao_harmonico,2810
181,131,158,nao_harmonico,2811
59,251,51,nao_harmonico,2811
210,107,66,nao_harmonico,2811
3,236,75,nao_harmonico,2812
12,36,77,nao_harmonico,2812
16,137,184,nao_harmonico,2812
25,0,47,nao_harmonico,2813
92,245,0,nao_harmonico,2813
199,13,23,nao_harmonico,2813
250,230,61,nao_harmonico,2814
30,64,66,nao_harmonico,2814
255,206,85,nao_harmonico,2814
63,8,22,nao_harmonico,2815
137,170,108,nao_harmonico,2815
42,239,59,nao_harmonico,2815
125,196,53,nao_harmonico,2816
70,132,95,nao_harmonico,2816
175,183,154,nao_harmonico,2816
40,192,244,nao_harmonico,2817
136,215,106,nao_harmonico,2817
239,159,52,nao_harmonico,2817
53,75,82,nao_harmonico,2818
196,7,197,nao_harmonico,2818
184,115,92,nao_harmonico,2818
52,220,252,nao_harmonico,2819
38,92,108,nao_harmonico,2819
161,6,207,nao_harmonico,2819
83,210,136,nao_harmonico,2820
115,207,98,nao_harmonico,2820
75,65,115,nao_harmonico,2820
214,205,240,nao_harmonico,2821
180,14,243,nao_harmonico,2821
117,227,22,nao_harmonico,2821
8,3,7,nao_harmonico,2822
181,18,108,nao_harmonico,2822
22,106,200,nao_harmonico,2822
51,98,105,nao_harmonico,2823
178,41,168,nao_harmonico,2823
71,101,166,nao_harmonico,2823
21,184,38,nao_harmonico,2824
162,11,235,nao_harmonico,2824
189,166,50,nao_harmonico,2824
246,110,145,nao_harmonico,2825
198,93,112,nao_harmonico,2825
111,121,69,nao_harmonico,2825
8,234,169,nao_harmonico,2826
242,149,146,nao_harmonico,2826
109,155,211,nao_harmonico,2826
235,12,57,nao_harmonico,2827
183,23,145,nao_harmonico,2827
83,16,204,nao_harmonico,2827
145,57,77,nao_harmonico,2828
81,113,137,nao_harmonico,2828
120,81,22,nao_harmonico,2828
75,141,36,nao_harmonico,2829
110,97,48,nao_harmonico,2829
159,35,245,nao_harmonico,2829
154,104,217,nao_harmonico,2830
219,25,52,nao_harmonico,2830
96,2,255,nao_harmonico,2830
51,255,66,nao_harmonico,2831
187,14,167,nao_harmonico,2831
28,123,161,nao_harmonico,2831
24,146,245,nao_harmonico,2832
23,211,60,nao_harmonico,2832
177,4,234,nao_harmonico,2832
79,116,176,nao_harmonico,2833
190,194,200,nao_harmonico,2833
248,63,60,nao_harmonico,2833
96,246,114,nao_harmonico,2834
175,252,245,nao_harmonico,2834
26,238,59,nao_harmonico,2834
180,3,7,nao_harmonico,2835
98,169,247,nao_harmonico,2835
193,255,193,nao_harmonico,2835
149,39,25,nao_harmonico,2836
166,149,47,nao_harmonico,2836
58,46,180,nao_harmonico,2836
156,148,62,nao_harmonico,2837
47,125,201,nao_harmonico,2837
227,69,103,nao_harmonico,2837
25,34,50,nao_harmonico,2838
203,35,35,nao_harmonico,2838
208,146,6,nao_harmonico,2838
74,159,202,nao_harmonico,2839
168,107,171,nao_harmonico,2839
202,207,182,nao_harmonico,2839
152,199,201,nao_harmonico,2840
238,228,130,nao_harmonico,2840
62,13,20,nao_harmonico,2840
195,54,188,nao_harmonico,2841
6,98,48,nao_harmonico,2841
40,3,225,nao_harmonico,2841
129,226,47,nao_harmonico,2842
29,66,243,nao_harmonico,2842
174,106,94,nao_harmonico,2842
236,98,183,nao_harmonico,2843
190,11,89,nao_harmonico,2843
83,99,105,nao_harmonico,2843
22,126,125,nao_harmonico,2844
59,216,140,nao_harmonico,2844
17,179,245,nao_harmonico,2844
151,124,20,nao_harmonico,2845
147,73,0,nao_harmonico,2845
195,162,157,nao_harmonico,2845
166,28,148,nao_harmonico,2846
68,248,39,nao_harmonico,2846
228,162,11,nao_harmonico,2846
184,44,23,nao_harmonico,2847
176,70,20,nao_harmonico,2847
70,179,81,nao_harmonico,2847
104,145,75,nao_harmonico,2848
179,184,38,nao_harmonico,2848
244,227,81,nao_harmonico,2848
163,38,30,nao_harmonico,2849
147,91,14,nao_harmonico,2849
70,95,32,nao_harmonico,2849
224,9,63,nao_harmonico,2850
241,248,71,nao_harmonico,2850
49,33,152,nao_harmonico,2850
254,3,145,nao_harmonico,2851
15,39,170,nao_harmonico,2851
53,71,158,nao_harmonico,2851
206,142,161,nao_harmonico,2852
57,118,103,nao_harmonico,2852
48,63,153,nao_harmonico,2852
162,142,71,nao_harmonico,2853
54,4,26,nao_harmonico,2853
209,253,61,nao_harmonico,2853
186,173,246,nao_harmonico,2854
79,111,246,nao_harmonico,2854
237,14,28,nao_harmonico,2854
190,114,242,nao_harmonico,2855
81,1,169,nao_harmonico,2855
44,50,162,nao_harmonico,2855
89,231,175,nao_harmonico,2856
168,82,223,nao_harmonico,2856
229,129,198,nao_harmonico,2856
116,235,144,nao_harmonico,2857
96,133,88,nao_harmonico,2857
126,10,255,nao_harmonico,2857
254,95,12,nao_harmonico,2858
251,112,248,nao_harmonico,2858
100,74,180,nao_harmonico,2858
178,111,176,nao_harmonico,2859
199,166,239,nao_harmonico,2859
46,243,89,nao_harmonico,2859
249,62,16,nao_harmonico,2860
207,186,244,nao_harmonico,2860
49,83,109,nao_harmonico,2860
173,41,130,nao_harmonico,2861
146,138,221,nao_harmonico,2861
248,45,193,nao_harmonico,2861
219,111,230,nao_harmonico,2862
246,106,12,nao_harmonico,2862
204,60,139,nao_harmonico,2862
27,226,121,nao_harmonico,2863
5,219,55,nao_harmonico,2863
100,175,208,nao_harmonico,2863
18,245,244,nao_harmonico,2864
177,5,178,nao_harmonico,2864
255,228,38,nao_harmonico,2864
185,171,240,nao_harmonico,2865
249,138,154,nao_harmonico,2865
35,175,215,nao_harmonico,2865
49,255,154,nao_harmonico,2866
144,39,203,nao_harmonico,2866
178,148,130,nao_harmonico,2866
96,170,77,nao_harmonico,2867
233,176,156,nao_harmonico,2867
200,246,184,nao_harmonico,2867
209,63,202,nao_harmonico,2868
217,55,63,nao_harmonico,2868
86,96,183,nao_harmonico,2868
17,32,215,nao_harmonico,2869
45,44,72,nao_harmonico,2869
5,26,204,nao_harmonico,2869
43,102,210,nao_harmonico,2870
79,112,143,nao_harmonico,2870
12,90,186,nao_harmonico,2870
242,24,188,nao_harmonico,2871
155,192,94,nao_harmonico,2871
82,188,104,nao_harmonico,2871
210,227,104,nao_harmonico,2872
91,225,181,nao_harmonico,2872
225,194,131,nao_harmonico,2872
44,157,69,nao_harmonico,2873
163,132,23,nao_harmonico,2873
22,217,17,nao_harmonico,2873
163,54,14,nao_harmonico,2874
22,171,67,nao_harmonico,2874
231,161,241,nao_harmonico,2874
209,51,155,nao_harmonico,2875
219,58,233,nao_harmonico,2875
246,167,46,nao_harmonico,2875
14,31,134,nao_harmonico,2876
204,80,12,nao_harmonico,2876
104,254,78,nao_harmonico,2876
201,47,132,nao_harmonico,2877
84,194,174,nao_harmonico,2877
73,51,176,nao_harmonico,2877
195,161,51,nao_harmonico,2878
84,78,4,nao_harmonico,2878
90,39,103,nao_harmonico,2878
191,111,93,nao_harmonico,2879
234,88,94,nao_harmonico,2879
180,65,64,nao_harmonico,2879
121,64,51,nao_harmonico,2880
26,17,57,nao_harmonico,2880
143,102,43,nao_harmonico,2880
8,73,168,nao_harmonico,2881
80,168,240,nao_harmonico,2881
111,176,122,nao_harmonico,2881
102,119,53,nao_harmonico,2882
211,254,148,nao_harmonico,2882
94,91,203,nao_harmonico,2882
62,92,153,nao_harmonico,2883
155,83,39,nao_harmonico,2883
185,39,118,nao_harmonico,2883
69,17,75,nao_harmonico,2884
202,197,77,nao_harmonico,2884
210,104,226,nao_harmonico,2884
150,68,229,nao_harmonico,2885
161,117,247,nao_harmonico,2885
61,221,201,nao_harmonico,2885
7,158,81,nao_harmonico,2886
0,111,225,nao_harmonico,2886
79,36,213,nao_harmonico,2886
44,79,142,nao_harmonico,2887
63,215,161,nao_harmonico,2887
1,164,86,nao_harmonico,2887
233,157,126,nao_harmonico,2888
81,179,170,nao_harmonico,2888
135,252,77,nao_harmonico,2888
207,187,233,nao_harmonico,2889
60,35,131,nao_harmonico,2889
175,246,10,nao_harmonico,2889
220,231,6,nao_harmonico,2890
116,213,191,nao_harmonico,2890
8,2,53,nao_harmonico,2890
33,223,78,nao_harmonico,2891
209,201,233,nao_harmonico,2891
154,172,193,nao_harmonico,2891
182,250,172,nao_harmonico,2892
43,252,185,nao_harmonico,2892
47,123,246,nao_harmonico,2892
97,90,52,nao_harmonico,2893
45,55,210,nao_harmonico,2893
87,83,31,nao_harmonico,2893
173,238,253,nao_harmonico,2894
89,193,1,nao_harmonico,2894
154,250,44,nao_harmonico,2894
137,139,98,nao_harmonico,2895
230,254,101,nao_harmonico,2895
30,57,199,nao_harmonico,2895
65,103,199,nao_harmonico,2896
147,212,63,nao_harmonico,2896
42,101,147,nao_harmonico,2896
234,177,169,nao_harmonico,2897
15,231,203,nao_harmonico,2897
52,75,152,nao_harmonico,2897
129,229,55,nao_harmonico,2898
249,113,155,nao_harmonico,2898
35,192,155,nao_harmonico,2898
139,66,204,nao_harmonico,2899
253,231,184,nao_harmonico,2899
136,221,238,nao_harmonico,2899
68,232,85,nao_harmonico,2900
172,106,25,nao_harmonico,2900
106,211,2,nao_harmonico,2900
205,198,12,nao_harmonico,2901
31,2,165,nao_harmonico,2901
40,192,38,nao_harmonico,2901
63,223,127,nao_harmonico,2902
42,7,79,nao_harmonico,2902
83,202,154,nao_harmonico,2902
125,68,209,nao_harmonico,2903
50,58,75,nao_harmonico,2903
186,224,231,nao_harmonico,2903
108,224,220,nao_harmonico,2904
92,121,172,nao_harmonico,2904
46,104,97,nao_harmonico,2904
138,223,63,nao_harmonico,2905
38,9,237,nao_harmonico,2905
112,48,135,nao_harmonico,2905
229,137,224,nao_harmonico,2906
120,106,78,nao_harmonico,2906
228,17,220,nao_harmonico,2906
148,209,253,nao_harmonico,2907
193,221,30,nao_harmonico,2907
226,134,45,nao_harmonico,2907
225,178,56,nao_harmonico,2908
155,206,115,nao_harmonico,2908
91,182,229,nao_harmonico,2908
15,102,54,nao_harmonico,2909
121,195,172,nao_harmonico,2909
43,17,83,nao_harmonico,2909
171,137,242,nao_harmonico,2910
63,173,253,nao_harmonico,2910
188,27,166,nao_harmonico,2910
105,134,36,nao_harmonico,2911
97,73,99,nao_harmonico,2911
216,175,233,nao_harmonico,2911
118,123,61,nao_harmonico,2912
81,125,7,nao_harmonico,2912
193,79,19,nao_harmonico,2912
249,84,56,nao_harmonico,2913
142,118,59,nao_harmonico,2913
83,64,107,nao_harmonico,2913
121,251,130,nao_harmonico,2914
100,66,132,nao_harmonico,2914
154,197,8,nao_harmonico,2914
140,120,250,nao_harmonico,2915
141,27,194,nao_harmonico,2915
228,195,196,nao_harmonico,2915
80,181,17,nao_harmonico,2916
91,117,89,nao_harmonico,2916
218,123,70,nao_harmonico,2916
92,225,228,nao_harmonico,2917
74,19,218,nao_harmonico,2917
128,244,2,nao_harmonico,2917
176,29,62,nao_harmonico,2918
23,132,124,nao_harmonico,2918
48,254,163,nao_harmonico,2918
78,140,154,nao_harmonico,2919
190,81,35,nao_harmonico,2919
239,153,36,nao_harmonico,2919
147,134,30,nao_harmonico,2920
12,126,90,nao_harmonico,2920
248,238,182,nao_harmonico,2920
236,245,108,nao_harmonico,2921
235,177,49,nao_harmonico,2921
90,188,232,nao_harmonico,2921
103,166,100,nao_harmonico,2922
71,95,16,nao_harmonico,2922
166,87,93,nao_harmonico,2922
87,6,138,nao_harmonico,2923
121,133,144,nao_harmonico,2923
227,189,219,nao_harmonico,2923
64,131,187,nao_harmonico,2924
115,146,198,nao_harmonico,2924
140,120,203,nao_harmonico,2924
31,31,12,nao_harmonico,2925
106,78,234,nao_harmonico,2925
159,188,124,nao_harmonico,2925
56,61,245,nao_harmonico,2926
228,14,67,nao_harmonico,2926
236,252,149,nao_harmonico,2926
242,7,240,nao_harmonico,2927
79,98,23,nao_harmonico,2927
161,115,246,nao_harmonico,2927
69,96,121,nao_harmonico,2928
199,11,227,nao_harmonico,2928
199,136,176,nao_harmonico,2928
120,2,121,nao_harmonico,2929
144,19,40,nao_harmonico,2929
31,93,32,nao_harmonico,2929
27,63,64,nao_harmonico,2930
4,207,207,nao_harmonico,2930
204,15,106,nao_harmonico,2930
13,3,134,nao_harmonico,2931
111,249,252,nao_harmonico,2931
214,5,155,nao_harmonico,2931
109,212,125,nao_harmonico,2932
25,59,12,nao_harmonico,2932
251,32,250,nao_harmonico,2932
131,150,120,nao_harmonico,2933
202,185,43,nao_harmonico,2933
28,8,24,nao_harmonico,2933
51,191,85,nao_harmonico,2934
137,57,216,nao_harmonico,2934
79,253,246,nao_harmonico,2934
199,238,104,nao_harmonico,2935
249,228,98,nao_harmonico,2935
46,126,40,nao_harmonico,2935
111,78,25,nao_harmonico,2936
4,181,8,nao_harmonico,2936
54,28,247,nao_harmonico,2936
158,81,212,nao_harmonico,2937
195,193,85,nao_harmonico,2937
193,35,245,nao_harmonico,2937
90,172,92,nao_harmonico,2938
170,40,132,nao_harmonico,2938
59,7,8,nao_harmonico,2938
43,132,136,nao_harmonico,2939
241,242,131,nao_harmonico,2939
194,168,230,nao_harmonico,2939
55,145,211,nao_harmonico,2940
111,39,252,nao_harmonico,2940
176,197,46,nao_harmonico,2940
3,172,223,nao_harmonico,2941
244,120,124,nao_harmonico,2941
123,83,159,nao_harmonico,2941
169,74,122,nao_harmonico,2942
189,106,81,nao_harmonico,2942
243,179,87,nao_harmonico,2942
21,64,176,nao_harmonico,2943
16,175,204,nao_harmonico,2943
216,254,173,nao_harmonico,2943
219,115,46,nao_harmonico,2944
50,65,252,nao_harmonico,2944
233,120,131,nao_harmonico,2944
186,169,182,nao_harmonico,2945
148,151,51,nao_harmonico,2945
89,122,136,nao_harmonico,2945
227,22,14,nao_harmonico,2946
214,123,156,nao_harmonico,2946
76,123,230,nao_harmonico,2946
133,236,67,nao_harmonico,2947
232,195,49,nao_harmonico,2947
132,127,155,nao_harmonico,2947
143,72,20,nao_harmonico,2948
221,33,85,nao_harmonico,2948
145,255,172,nao_harmonico,2948
21,127,178,nao_harmonico,2949
150,202,205,nao_harmonico,2949
10,53,171,nao_harmonico,2949
21,81,255,nao_harmonico,2950
3,204,218,nao_harmonico,2950
91,2,37,nao_harmonico,2950
101,245,24,nao_harmonico,2951
229,158,125,nao_harmonico,2951
185,242,237,nao_harmonico,2951
71,219,236,nao_harmonico,2952
105,46,11,nao_harmonico,2952
77,225,1,nao_harmonico,2952
156,151,183,nao_harmonico,2953
141,20,170,nao_harmonico,2953
138,77,99,nao_harmonico,2953
121,63,54,nao_harmonico,2954
187,59,28,nao_harmonico,2954
228,41,45,nao_harmonico,2954
81,139,76,nao_harmonico,2955
229,53,153,nao_harmonico,2955
64,95,165,nao_harmonico,2955
165,135,78,nao_harmonico,2956
46,169,238,nao_harmonico,2956
112,95,225,nao_harmonico,2956
160,127,199,nao_harmonico,2957
26,133,127,nao_harmonico,2957
127,112,123,nao_harmonico,2957
50,171,54,nao_harmonico,2958
13,101,230,nao_harmonico,2958
40,26,204,nao_harmonico,2958
78,105,122,nao_harmonico,2959
205,135,12,nao_harmonico,2959
73,156,44,nao_harmonico,2959
64,50,23,nao_harmonico,2960
74,57,163,nao_harmonico,2960
197,114,79,nao_harmonico,2960
42,54,227,nao_harmonico,2961
127,19,27,nao_harmonico,2961
164,96,130,nao_harmonico,2961
202,100,251,nao_harmonico,2962
21,92,70,nao_harmonico,2962
19,175,194,nao_harmonico,2962
237,72,122,nao_harmonico,2963
40,205,220,nao_harmonico,2963
103,82,51,nao_harmonico,2963
171,253,116,nao_harmonico,2964
121,212,144,nao_harmonico,2964
16,216,42,nao_harmonico,2964
35,174,64,nao_harmonico,2965
135,195,7,nao_harmonico,2965
104,171,86,nao_harmonico,2965
49,43,214,nao_harmonico,2966
39,110,208,nao_harmonico,2966
151,153,167,nao_harmonico,2966
41,90,177,nao_harmonico,2967
20,113,171,nao_harmonico,2967
123,161,19,nao_harmonico,2967
141,213,180,nao_harmonico,2968
246,242,109,nao_harmonico,2968
129,137,155,nao_harmonico,2968
126,179,105,nao_harmonico,2969
11,10,250,nao_harmonico,2969
108,163,251,nao_harmonico,2969
119,38,51,nao_harmonico,2970
50,107,110,nao_harmonico,2970
201,12,69,nao_harmonico,2970
190,129,30,nao_harmonico,2971
31,96,190,nao_harmonico,2971
248,144,206,nao_harmonico,2971
122,148,238,nao_harmonico,2972
180,34,128,nao_harmonico,2972
198,12,173,nao_harmonico,2972
87,185,155,nao_harmonico,2973
222,58,204,nao_harmonico,2973
218,1,102,nao_harmonico,2973
38,74,217,nao_harmonico,2974
148,28,75,nao_harmonico,2974
24,196,207,nao_harmonico,2974
232,155,185,nao_harmonico,2975
119,178,54,nao_harmonico,2975
188,208,29,nao_harmonico,2975
220,115,46,nao_harmonico,2976
63,34,156,nao_harmonico,2976
144,52,50,nao_harmonico,2976
22,18,169,nao_harmonico,2977
4,25,237,nao_harmonico,2977
194,56,28,nao_harmonico,2977
112,126,51,nao_harmonico,2978
48,205,44,nao_harmonico,2978
171,59,201,nao_harmonico,2978
241,169,212,nao_harmonico,2979
108,108,54,nao_harmonico,2979
105,206,194,nao_harmonico,2979
130,239,52,nao_harmonico,2980
176,37,252,nao_harmonico,2980
137,56,35,nao_harmonico,2980
106,26,105,nao_harmonico,2981
111,152,49,nao_harmonico,2981
67,1,6,nao_harmonico,2981
187,202,29,nao_harmonico,2982
35,94,173,nao_harmonico,2982
253,143,221,nao_harmonico,2982
248,60,235,nao_harmonico,2983
59,132,155,nao_harmonico,2983
83,67,60,nao_harmonico,2983
89,43,43,nao_harmonico,2984
57,110,221,nao_harmonico,2984
128,93,48,nao_harmonico,2984
212,177,131,nao_harmonico,2985
233,44,79,nao_harmonico,2985
128,205,32,nao_harmonico,2985
234,47,190,nao_harmonico,2986
99,52,120,nao_harmonico,2986
105,236,149,nao_harmonico,2986
192,78,202,nao_harmonico,2987
132,186,44,nao_harmonico,2987
161,207,144,nao_harmonico,2987
19,207,96,nao_harmonico,2988
28,244,244,nao_harmonico,2988
247,88,249,nao_harmonico,2988
95,136,67,nao_harmonico,2989
187,119,163,nao_harmonico,2989
24,214,201,nao_harmonico,2989
110,140,44,nao_harmonico,2990
43,15,87,nao_harmonico,2990
15,195,67,nao_harmonico,2990
176,186,182,nao_harmonico,2991
15,29,238,nao_harmonico,2991
64,30,203,nao_harmonico,2991
209,11,248,nao_harmonico,2992
101,67,53,nao_harmonico,2992
110,16,251,nao_harmonico,2992
159,78,183,nao_harmonico,2993
137,14,17,nao_harmonico,2993
39,246,175,nao_harmonico,2993
155,127,133,nao_harmonico,2994
255,216,20,nao_harmonico,2994
166,182,103,nao_harmonico,2994
225,145,44,nao_harmonico,2995
12,139,145,nao_harmonico,2995
129,239,78,nao_harmonico,2995
198,50,196,nao_harmonico,2996
232,176,81,nao_harmonico,2996
105,104,158,nao_harmonico,2996
55,158,242,nao_harmonico,2997
48,244,46,nao_harmonico,2997
168,69,237,nao_harmonico,2997
36,153,104,nao_harmonico,2998
9,82,18,nao_harmonico,2998
102,147,189,nao_harmonico,2998
114,141,76,nao_harmonico,2999
101,7,156,nao_harmonico,2999
217,177,62,nao_harmonico,2999
67,220,162,nao_harmonico,3000
217,82,44,nao_harmonico,3000
30,159,23,nao_harmonico,3000
205,168,85,nao_harmonico,3001
73,149,148,nao_harmonico,3001
205,106,129,nao_harmonico,3001
141,163,191,nao_harmonico,3002
152,197,208,nao_harmonico,3002
70,194,244,nao_harmonico,3002
140,123,224,nao_harmonico,3003
197,123,76,nao_harmonico,3003
182,21,162,nao_harmonico,3003
2,237,251,nao_harmonico,3004
116,28,172,nao_harmonico,3004
55,151,88,nao_harmonico,3004
27,142,85,nao_harmonico,3005
30,182,155,nao_harmonico,3005
175,60,68,nao_harmonico,3005
103,235,202,nao_harmonico,3006
249,139,126,nao_harmonico,3006
101,149,7,nao_harmonico,3006
132,66,114,nao_harmonico,3007
157,111,174,nao_harmonico,3007
186,93,26,nao_harmonico,3007
23,3,105,nao_harmonico,3008
159,211,184,nao_harmonico,3008
15,51,12,nao_harmonico,3008
9,158,125,nao_harmonico,3009
72,76,169,nao_harmonico,3009
211,255,126,nao_harmonico,3009
157,252,140,nao_harmonico,3010
102,0,108,nao_harmonico,3010
87,216,244,nao_harmonico,3010
72,137,138,nao_harmonico,3011
246,198,230,nao_harmonico,3011
162,159,33,nao_harmonico,3011
119,157,12,nao_harmonico,3012
31,202,124,nao_harmonico,3012
254,72,135,nao_harmonico,3012
85,28,242,nao_harmonico,3013
54,190,106,nao_harmonico,3013
100,117,8,nao_harmonico,3013
78,100,56,nao_harmonico,3014
10,226,249,nao_harmonico,3014
234,100,164,nao_harmonico,3014
247,26,14,nao_harmonico,3015
176,164,241,nao_harmonico,3015
38,157,244,nao_harmonico,3015
194,130,230,nao_harmonico,3016
55,244,44,nao_harmonico,3016
16,100,255,nao_harmonico,3016
17,109,135,nao_harmonico,3017
16,107,172,nao_harmonico,3017
60,239,142,nao_harmonico,3017
101,38,36,nao_harmonico,3018
164,235,201,nao_harmonico,3018
80,249,80,nao_harmonico,3018
213,34,61,nao_harmonico,3019
42,31,39,nao_harmonico,3019
119,121,228,nao_harmonico,3019
4,108,240,nao_harmonico,3020
214,118,66,nao_harmonico,3020
158,24,112,nao_harmonico,3020
204,54,147,nao_harmonico,3021
112,147,17,nao_harmonico,3021
197,200,243,nao_harmonico,3021
51,81,41,nao_harmonico,3022
9,80,174,nao_harmonico,3022
140,53,134,nao_harmonico,3022
76,69,37,nao_harmonico,3023
217,214,209,nao_harmonico,3023
250,120,51,nao_harmonico,3023
7,18,74,nao_harmonico,3024
93,49,192,nao_harmonico,3024
198,105,160,nao_harmonico,3024
61,20,247,nao_harmonico,3025
141,134,140,nao_harmonico,3025
222,227,140,nao_harmonico,3025
207,211,166,nao_harmonico,3026
170,79,187,nao_harmonico,3026
48,79,115,nao_harmonico,3026
71,90,192,nao_harmonico,3027
177,93,148,nao_harmonico,3027
242,210,251,nao_harmonico,3027
56,96,119,nao_harmonico,3028
237,2,94,nao_harmonico,3028
90,148,124,nao_harmonico,3028
0,187,154,nao_harmonico,3029
52,117,123,nao_harmonico,3029
126,165,169,nao_harmonico,3029
40,245,237,nao_harmonico,3030
11,159,233,nao_harmonico,3030
138,6,227,nao_harmonico,3030
107,142,103,nao_harmonico,3031
149,29,190,nao_harmonico,3031
15,235,58,nao_harmonico,3031
130,170,206,nao_harmonico,3032
179,105,250,nao_harmonico,3032
68,253,163,nao_harmonico,3032
164,102,224,nao_harmonico,3033
3,4,4,nao_harmonico,3033
168,50,5,nao_harmonico,3033
147,252,231,nao_harmonico,3034
95,232,203,nao_harmonico,3034
126,129,118,nao_harmonico,3034
73,69,199,nao_harmonico,3035
168,41,18,nao_harmonico,3035
20,19,205,nao_harmonico,3035
80,158,174,nao_harmonico,3036
210,249,197,nao_harmonico,3036
135,103,112,nao_harmonico,3036
207,104,3,nao_harmonico,3037
201,50,213,nao_harmonico,3037
166,222,146,nao_harmonico,3037
249,38,78,nao_harmonico,3038
31,205,111,nao_harmonico,3038
20,240,2,nao_harmonico,3038
95,44,246,nao_harmonico,3039
2,10,216,nao_harmonico,3039
230,90,234,nao_harmonico,3039
109,192,247,nao_harmonico,3040
90,197,15,nao_harmonico,3040
175,161,166,nao_harmonico,3040
160,124,252,nao_harmonico,3041
5,58,198,nao_harmonico,3041
60,250,80,nao_harmonico,3041
160,161,39,nao_harmonico,3042
166,46,213,nao_harmonico,3042
86,89,117,nao_harmonico,3042
43,131,177,nao_harmonico,3043
191,145,187,nao_harmonico,3043
22,253,235,nao_harmonico,3043
117,228,47,nao_harmonico,3044
137,55,29,nao_harmonico,3044
166,49,119,nao_harmonico,3044
53,216,130,nao_harmonico,3045
70,223,124,nao_harmonico,3045
167,100,204,nao_harmonico,3045
15,173,44,nao_harmonico,3046
60,175,190,nao_harmonico,3046
56,100,217,nao_harmonico,3046
82,150,20,nao_harmonico,3047
110,234,62,nao_harmonico,3047
246,173,220,nao_harmonico,3047
133,236,224,nao_harmonico,3048
187,124,151,nao_harmonico,3048
80,147,154,nao_harmonico,3048
175,185,148,nao_harmonico,3049
42,133,20,nao_harmonico,3049
138,76,124,nao_harmonico,3049
16,83,142,nao_harmonico,3050
27,135,89,nao_harmonico,3050
199,83,185,nao_harmonico,3050
4,50,240,nao_harmonico,3051
108,189,31,nao_harmonico,3051
171,205,9,nao_harmonico,3051
41,31,89,nao_harmonico,3052
144,7,167,nao_harmonico,3052
